Country,adaptation_doc,name,subsector_name,title
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Climate smart agriculture,"""Building resilience in managing climate related disaster risks such as droughts by: Strengthening early warning systems on climate related agricultural risks"" (5)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Irrigation,"""Strengthening management of water resources and irrigation in the face of climate change by: Promoting and supporting water harvesting as a climate change adaptation strategy"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Irrigation,"""Strengthening management of water resources and irrigation in the face of climate change by: Strengthening water and moisture conservation initiatives"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Irrigation,"""Strengthening management of water resources and irrigation in the face of climate change by: Promoting efficient water use practices in the economy"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Irrigation,"""Strengthening management of water resources and irrigation in the face of climate change by: Strengthening and intensify monitoring systems for hydro-meteorological parameters"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Irrigation,"""Strengthening management of water resources and irrigation in the face of climate change by: Strengthening institutional capacity, research and extension for integrated water resources management"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Irrigation,"""Strengthening management of water resources and irrigation in the face of climate change by: Developing, rehabilitate and maintain surface and groundwater resources"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Irrigation,"""Strengthening management of water resources and irrigation in the face of climate change by: Strengthening biodiversity conservation management and integrity of natural ecosystems to adapt to climate change"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Agriculture,Livestock,"""Zimbabwe commits to promoting adapted crop and livestock development and climate smart agricultural practices through the following interventions: Promoting the use of indigenous and scientific knowledge on drought tolerant crop types and varieties and indigenous livestock that are resilient to changes in temperatures and rainfall"" (5)."
Zimbabwe,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"""Zimbabwe commits to promoting adapted crop and livestock development and climate smart agricultural practices through the following interventions: Promoting the use of indigenous and scientific knowledge on drought tolerant crop types and varieties and indigenous livestock that are resilient to changes in temperatures and rainfall"" (5)."
Zimbabwe,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"""Cross sectoral adaptation efforts such as: Promoting capacity building through research and development, education and awareness, and training in climate change related issues"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Capacity building and knowledge transfer,"""Strengthening management of water resources and irrigation in the face of climate change by: Strengthening institutional capacity, research and extension for integrated water resources management"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,"""Promoting practices that reduce risk of losses in crops, livestock and agricultural incomes by: Building capacity to conduct comprehensive vulnerability assessments and develop appropriate response models"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,"""Promoting practices that reduce risk of losses in crops, livestock and agricultural incomes by: Strengthening the capacity of the national meteorological and hydrological services to provide climate data timely"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Cross-Cutting Area,Climate services,"""Zimbabwe commits to promoting adapted crop and livestock development and climate smart agricultural practices through the following interventions: Strengthening capacities to generate new forms of empirical knowledge, technologies (including conservation agriculture) and agricultural support services that meet climate challenges"" (5)."
Zimbabwe,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster relief and recovery,"""Building resilience in managing climate related disaster risks such as droughts by: Developing and sustaining an integrated approach in all sectors of the economy to reduce impacts of climate extreme events"" (5)."
Zimbabwe,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Disaster relief and recovery,"""Building resilience in managing climate related disaster risks such as droughts by: Promoting climate indexed insurance solutions and enabling market frameworks"" (5)."
Zimbabwe,First Nationally Determined Contribution (NDC),Disaster Risk Management (DRM),Early warning system,"""Building resilience in managing climate related disaster risks such as droughts by: Strengthening early warning systems on climate related agricultural risks"" (5)."
Zimbabwe,First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,"""Cross sectoral adaptation efforts such as: Building the capacities and support communities toward a diversification of livelihoods and shifts from agriculture into other sectors, where needed"" (6)."
Zimbabwe,First Nationally Determined Contribution (NDC),Economy-wide,Economy-wide: General,"""Building resilience in managing climate related disaster risks such as droughts by: Developing and sustaining an integrated approach in all sectors of the economy to reduce impacts of climate extreme events"" (5)."
